#X,VehDyn_Parameters->yaw.angle_Angle(abs),VehDyn_Parameters->vehicle.x_Displacement(abs),VehDyn_Parameters->vehicle.y_Displacement(abs)
#Time(sec),Angle(degrees)_Real,Length(mm)_Real,Length(mm)_Real
1.526000E+01,-188.122767,-205072.453125,47256.914063
1.527000E+01,-188.121305,-205223.734375,47278.527344
1.528000E+01,-188.119584,-205375.078125,47300.144531
1.529000E+01,-188.117630,-205526.468750,47321.769531
1.530000E+01,-188.115499,-205677.906250,47343.402344
1.531000E+01,-188.113314,-205829.375000,47365.042969
1.532000E+01,-188.111169,-205980.875000,47386.691406
1.533000E+01,-188.109202,-206132.390625,47408.339844
1.534000E+01,-188.107481,-206283.906250,47429.984375
1.535000E+01,-188.106019,-206435.421875,47451.621094
1.536000E+01,-188.104776,-206586.953125,47473.250000
1.537000E+01,-188.103615,-206738.500000,47494.867188
1.538000E+01,-188.102426,-206890.062500,47516.476563
1.539000E+01,-188.101087,-207041.671875,47538.078125
1.540000E+01,-188.099503,-207193.328125,47559.683594
1.541000E+01,-188.097672,-207345.015625,47581.296875
1.542000E+01,-188.095610,-207496.765625,47602.914063
1.543000E+01,-188.093424,-207648.546875,47624.542969
1.544000E+01,-188.091225,-207800.375000,47646.179688
1.545000E+01,-188.089135,-207952.203125,47667.820313
1.546000E+01,-188.087277,-208104.046875,47689.457031
1.547000E+01,-188.085679,-208255.906250,47711.089844
1.548000E+01,-188.084326,-208407.765625,47732.714844
1.549000E+01,-188.083138,-208559.625000,47754.328125
1.550000E+01,-188.081990,-208711.515625,47775.929688
1.551000E+01,-188.080734,-208863.437500,47797.527344
1.552000E+01,-188.079286,-209015.406250,47819.125000
1.553000E+01,-188.077564,-209167.421875,47840.722656
1.554000E+01,-188.075597,-209319.484375,47862.328125
1.555000E+01,-188.073439,-209471.578125,47883.945313
1.556000E+01,-188.071199,-209623.734375,47905.566406
1.557000E+01,-188.069027,-209775.890625,47927.199219
1.558000E+01,-188.067018,-209928.078125,47948.828125
1.559000E+01,-188.065284,-210080.250000,47970.457031
1.560000E+01,-188.063808,-210232.437500,47992.074219
1.561000E+01,-188.062552,-210384.640625,48013.683594
1.562000E+01,-188.061390,-210536.843750,48035.281250
1.563000E+01,-188.060216,-210689.093750,48056.871094
1.564000E+01,-188.058863,-210841.359375,48078.457031
1.565000E+01,-188.057265,-210993.687500,48100.046875
1.566000E+01,-188.055407,-211146.062500,48121.636719
1.567000E+01,-188.053317,-211298.500000,48143.238281
1.568000E+01,-188.051090,-211450.953125,48164.851563
1.569000E+01,-188.048864,-211603.453125,48186.468750
1.570000E+01,-188.046746,-211755.953125,48208.089844
1.571000E+01,-188.044861,-211908.468750,48229.710938
1.572000E+01,-188.043263,-212060.984375,48251.324219
1.573000E+01,-188.041924,-212213.515625,48272.925781
1.574000E+01,-188.040736,-212366.046875,48294.519531
1.575000E+01,-188.039602,-212518.609375,48316.101563
1.576000E+01,-188.038345,-212671.187500,48337.679688
1.577000E+01,-188.036884,-212823.828125,48359.257813
1.578000E+01,-188.035149,-212976.515625,48380.835938
1.579000E+01,-188.033141,-213129.250000,48402.425781
1.580000E+01,-188.030941,-213282.031250,48424.019531
1.581000E+01,-188.028674,-213434.859375,48445.625000
1.582000E+01,-188.026474,-213587.687500,48467.238281
1.583000E+01,-188.024466,-213740.531250,48488.847656
1.584000E+01,-188.022732,-213893.375000,48510.453125
1.585000E+01,-188.021284,-214046.234375,48532.050781
1.586000E+01,-188.020054,-214199.078125,48553.636719
1.587000E+01,-188.018920,-214351.968750,48575.214844
1.588000E+01,-188.017732,-214504.875000,48596.785156
1.589000E+01,-188.016366,-214657.828125,48618.347656
1.590000E+01,-188.014740,-214810.828125,48639.917969
1.591000E+01,-188.012828,-214963.875000,48661.492188
1.592000E+01,-188.010697,-215116.984375,48683.074219
1.593000E+01,-188.008429,-215270.109375,48704.664063
1.594000E+01,-188.006175,-215423.265625,48726.265625
1.595000E+01,-188.004058,-215576.437500,48747.863281
1.596000E+01,-188.002200,-215729.609375,48769.460938
1.597000E+01,-188.000629,-215882.796875,48791.054688
1.598000E+01,-187.999318,-216035.968750,48812.632813
1.599000E+01,-187.998170,-216189.171875,48834.203125
1.600000E+01,-187.997023,-216342.390625,48855.761719
1.601000E+01,-187.995752,-216495.656250,48877.316406
1.602000E+01,-187.994236,-216648.968750,48898.871094
1.603000E+01,-187.992419,-216802.328125,48920.433594
1.604000E+01,-187.990356,-216955.750000,48942.000000
1.605000E+01,-187.988102,-217109.203125,48963.578125
1.606000E+01,-187.985808,-217262.687500,48985.164063
1.607000E+01,-187.983608,-217416.187500,49006.753906
1.608000E+01,-187.981614,-217569.687500,49028.343750
1.609000E+01,-187.979920,-217723.187500,49049.925781
1.610000E+01,-187.978513,-217876.703125,49071.496094
1.611000E+01,-187.977311,-218030.218750,49093.058594
1.612000E+01,-187.976177,-218183.750000,49114.609375
1.613000E+01,-187.974975,-218337.328125,49136.156250
1.614000E+01,-187.973554,-218490.953125,49157.699219
1.615000E+01,-187.971847,-218644.625000,49179.246094
1.616000E+01,-187.969852,-218798.359375,49200.796875
1.617000E+01,-187.967653,-218952.125000,49222.359375
1.618000E+01,-187.965331,-219105.937500,49243.933594
1.619000E+01,-187.963063,-219259.750000,49265.507813
1.620000E+01,-187.960973,-219413.578125,49287.085938
1.621000E+01,-187.959170,-219567.421875,49308.660156
1.622000E+01,-187.957667,-219721.250000,49330.222656
1.623000E+01,-187.956410,-219875.093750,49351.777344
1.624000E+01,-187.955277,-220028.953125,49373.320313
1.625000E+01,-187.954115,-220182.843750,49394.855469
1.626000E+01,-187.952790,-220336.781250,49416.386719
1.627000E+01,-187.951192,-220490.765625,49437.917969
1.628000E+01,-187.949293,-220644.812500,49459.457031
1.629000E+01,-187.947121,-220798.906250,49481.007813
1.630000E+01,-187.944813,-220953.031250,49502.562500
1.631000E+01,-187.942490,-221107.171875,49524.125000
1.632000E+01,-187.940305,-221261.328125,49545.691406
1.633000E+01,-187.938379,-221415.484375,49567.253906
1.634000E+01,-187.936767,-221569.640625,49588.808594
1.635000E+01,-187.935442,-221723.796875,49610.355469
1.636000E+01,-187.934281,-221877.984375,49631.886719
1.637000E+01,-187.933147,-222032.187500,49653.410156
1.638000E+01,-187.931890,-222186.437500,49674.929688
1.639000E+01,-187.930374,-222340.734375,49696.449219
1.640000E+01,-187.928571,-222495.093750,49717.972656
1.641000E+01,-187.926467,-222649.484375,49739.503906
1.642000E+01,-187.924172,-222803.937500,49761.046875
1.643000E+01,-187.921809,-222958.390625,49782.597656
1.644000E+01,-187.919541,-223112.875000,49804.148438
1.645000E+01,-187.917519,-223267.343750,49825.699219
1.646000E+01,-187.915812,-223421.828125,49847.242188
1.647000E+01,-187.914418,-223576.312500,49868.777344
1.648000E+01,-187.913244,-223730.796875,49890.300781
1.649000E+01,-187.912137,-223885.312500,49911.812500
1.650000E+01,-187.910935,-224039.875000,49933.320313
1.651000E+01,-187.909514,-224194.484375,49954.824219
1.652000E+01,-187.907793,-224349.156250,49976.332031
1.653000E+01,-187.905758,-224503.859375,49997.851563
1.654000E+01,-187.903490,-224658.625000,50019.375000
1.655000E+01,-187.901127,-224813.406250,50040.910156
1.656000E+01,-187.898805,-224968.203125,50062.449219
1.657000E+01,-187.896701,-225123.000000,50083.988281
1.658000E+01,-187.894911,-225277.812500,50105.519531
1.659000E+01,-187.893422,-225432.609375,50127.042969
1.660000E+01,-187.892207,-225587.421875,50148.554688
1.661000E+01,-187.891100,-225742.265625,50170.058594
1.662000E+01,-187.889939,-225897.140625,50191.550781
1.663000E+01,-187.888587,-226052.062500,50213.042969
1.664000E+01,-187.886934,-226207.046875,50234.539063
1.665000E+01,-187.884953,-226362.078125,50256.039063
1.666000E+01,-187.882726,-226517.156250,50277.550781
1.667000E+01,-187.880349,-226672.265625,50299.070313
1.668000E+01,-187.877986,-226827.390625,50320.597656
1.669000E+01,-187.875801,-226982.515625,50342.121094
1.670000E+01,-187.873902,-227137.640625,50363.644531
1.671000E+01,-187.872344,-227292.765625,50385.156250
1.672000E+01,-187.871060,-227447.906250,50406.660156
1.673000E+01,-187.869940,-227603.062500,50428.148438
1.674000E+01,-187.868820,-227758.250000,50449.632813
1.675000E+01,-187.867522,-227913.484375,50471.109375
1.676000E+01,-187.865951,-228068.781250,50492.589844
1.677000E+01,-187.864066,-228224.125000,50514.074219
1.678000E+01,-187.861867,-228379.515625,50535.570313
1.679000E+01,-187.859490,-228534.953125,50557.074219
1.680000E+01,-187.857086,-228690.390625,50578.585938
1.681000E+01,-187.854832,-228845.843750,50600.097656
1.682000E+01,-187.852851,-229001.296875,50621.605469
1.683000E+01,-187.851212,-229156.734375,50643.105469
1.684000E+01,-187.849873,-229312.187500,50664.593750
1.685000E+01,-187.848739,-229467.656250,50686.074219
1.686000E+01,-187.847646,-229623.156250,50707.542969
1.687000E+01,-187.846403,-229778.718750,50729.007813
1.688000E+01,-187.844901,-229934.312500,50750.472656
1.689000E+01,-187.843057,-230089.984375,50771.941406
1.690000E+01,-187.840898,-230245.687500,50793.421875
1.691000E+01,-187.838535,-230401.437500,50814.910156
1.692000E+01,-187.836103,-230557.203125,50836.402344
1.693000E+01,-187.833795,-230712.968750,50857.902344
1.694000E+01,-187.831732,-230868.750000,50879.394531
1.695000E+01,-187.830025,-231024.515625,50900.882813
1.696000E+01,-187.828631,-231180.281250,50922.363281
1.697000E+01,-187.827470,-231336.078125,50943.828125
1.698000E+01,-187.826377,-231491.890625,50965.285156
1.699000E+01,-187.825175,-231647.765625,50986.734375
1.700000E+01,-187.823727,-231803.687500,51008.183594
1.701000E+01,-187.821938,-231959.671875,51029.640625
1.702000E+01,-187.819834,-232115.703125,51051.101563
1.703000E+01,-187.817471,-232271.765625,51072.574219
1.704000E+01,-187.815026,-232427.859375,51094.054688
1.705000E+01,-187.812662,-232583.953125,51115.535156
1.706000E+01,-187.810531,-232740.046875,51137.015625
1.707000E+01,-187.808755,-232896.140625,51158.492188
1.708000E+01,-187.807321,-233052.234375,51179.957031
1.709000E+01,-187.806133,-233208.343750,51201.410156
1.710000E+01,-187.805053,-233364.484375,51222.851563
1.711000E+01,-187.803892,-233520.671875,51244.289063
1.712000E+01,-187.802485,-233676.906250,51265.722656
1.713000E+01,-187.800750,-233833.203125,51287.164063
1.714000E+01,-187.798674,-233989.546875,51308.609375
1.715000E+01,-187.796338,-234145.937500,51330.066406
1.716000E+01,-187.793866,-234302.359375,51351.527344
1.717000E+01,-187.791461,-234458.765625,51372.996094
1.718000E+01,-187.789276,-234615.187500,51394.464844
1.719000E+01,-187.787432,-234771.609375,51415.925781
1.720000E+01,-187.785943,-234928.015625,51437.375000
1.721000E+01,-187.784740,-235084.453125,51458.812500
1.722000E+01,-187.783648,-235240.906250,51480.242188
1.723000E+01,-187.782514,-235397.406250,51501.664063
1.724000E+01,-187.781161,-235553.968750,51523.085938
1.725000E+01,-187.779481,-235710.578125,51544.507813
1.726000E+01,-187.777432,-235867.250000,51565.937500
1.727000E+01,-187.775110,-236023.953125,51587.375000
1.728000E+01,-187.772624,-236180.687500,51608.824219
1.729000E+01,-187.770192,-236337.421875,51630.277344
1.730000E+01,-187.767952,-236494.171875,51651.726563
1.731000E+01,-187.766053,-236650.906250,51673.171875
1.732000E+01,-187.764523,-236807.640625,51694.609375
1.733000E+01,-187.763294,-236964.375000,51716.035156
1.734000E+01,-187.762214,-237121.156250,51737.449219
1.735000E+01,-187.761108,-237277.968750,51758.855469
1.736000E+01,-187.759797,-237434.843750,51780.257813
1.737000E+01,-187.758144,-237591.781250,51801.664063
1.738000E+01,-187.756136,-237748.765625,51823.078125
1.739000E+01,-187.753813,-237905.781250,51844.500000
1.740000E+01,-187.751327,-238062.843750,51865.933594
1.741000E+01,-187.748855,-238219.906250,51887.367188
1.742000E+01,-187.746573,-238376.968750,51908.804688
1.743000E+01,-187.744634,-238534.015625,51930.234375
1.744000E+01,-187.743076,-238691.062500,51951.656250
1.745000E+01,-187.741820,-238848.140625,51973.066406
1.746000E+01,-187.740740,-239005.218750,51994.464844
1.747000E+01,-187.739648,-239162.359375,52015.855469
1.748000E+01,-187.738350,-239319.546875,52037.242188
1.749000E+01,-187.736738,-239476.796875,52058.632813
1.750000E+01,-187.734757,-239634.109375,52080.027344
1.751000E+01,-187.732449,-239791.453125,52101.433594
1.752000E+01,-187.729949,-239948.828125,52122.847656
1.753000E+01,-187.727435,-240106.203125,52144.265625
1.754000E+01,-187.725127,-240263.578125,52165.687500
1.755000E+01,-187.723146,-240420.953125,52187.101563
1.756000E+01,-187.721548,-240578.328125,52208.503906
1.757000E+01,-187.720277,-240735.703125,52229.898438
1.758000E+01,-187.719198,-240893.109375,52251.281250
1.759000E+01,-187.718105,-241050.562500,52272.656250
1.760000E+01,-187.716835,-241208.062500,52294.027344
1.761000E+01,-187.715236,-241365.640625,52315.398438
1.762000E+01,-187.713269,-241523.250000,52336.777344
1.763000E+01,-187.710961,-241680.921875,52358.167969
1.764000E+01,-187.708447,-241838.609375,52379.562500
1.765000E+01,-187.705920,-241996.312500,52400.964844
1.766000E+01,-187.703584,-242154.000000,52422.367188
1.767000E+01,-187.701562,-242311.703125,52443.765625
1.768000E+01,-187.699950,-242469.390625,52465.156250
1.769000E+01,-187.698666,-242627.078125,52486.531250
1.770000E+01,-187.697587,-242784.812500,52507.898438
1.771000E+01,-187.696522,-242942.578125,52529.253906
1.772000E+01,-187.695251,-243100.406250,52550.609375
1.773000E+01,-187.693680,-243258.296875,52571.964844
1.774000E+01,-187.691713,-243416.234375,52593.328125
1.775000E+01,-187.689391,-243574.218750,52614.699219
1.776000E+01,-187.686864,-243732.218750,52636.078125
1.777000E+01,-187.684309,-243890.250000,52657.460938
1.778000E+01,-187.681932,-244048.265625,52678.847656
1.779000E+01,-187.679911,-244206.265625,52700.226563
1.780000E+01,-187.678271,-244364.265625,52721.597656
1.781000E+01,-187.676987,-244522.281250,52742.957031
1.782000E+01,-187.675908,-244680.328125,52764.304688
1.783000E+01,-187.674843,-244838.406250,52785.648438
1.784000E+01,-187.673600,-244996.562500,52806.984375
1.785000E+01,-187.672029,-245154.765625,52828.320313
1.786000E+01,-187.670048,-245313.015625,52849.664063
1.787000E+01,-187.667726,-245471.312500,52871.019531
1.788000E+01,-187.665171,-245629.640625,52892.378906
1.789000E+01,-187.662603,-245787.984375,52913.746094
1.790000E+01,-187.660212,-245946.312500,52935.113281
1.791000E+01,-187.658163,-246104.625000,52956.476563
1.792000E+01,-187.656524,-246262.937500,52977.828125
1.793000E+01,-187.655240,-246421.265625,52999.167969
1.794000E+01,-187.654175,-246579.625000,53020.500000
1.795000E+01,-187.653109,-246738.015625,53041.820313
1.796000E+01,-187.651866,-246896.484375,53063.136719
1.797000E+01,-187.650281,-247055.000000,53084.457031
1.798000E+01,-187.648301,-247213.578125,53105.785156
1.799000E+01,-187.645951,-247372.187500,53127.117188
1.800000E+01,-187.643383,-247530.828125,53148.460938
1.801000E+01,-187.640787,-247689.484375,53169.808594
1.802000E+01,-187.638397,-247848.109375,53191.156250
1.803000E+01,-187.636348,-248006.750000,53212.500000
1.804000E+01,-187.634709,-248165.375000,53233.832031
1.805000E+01,-187.633438,-248324.015625,53255.156250
1.806000E+01,-187.632373,-248482.671875,53276.464844
1.807000E+01,-187.631321,-248641.390625,53297.765625
1.808000E+01,-187.630064,-248800.171875,53319.066406
1.809000E+01,-187.628466,-248959.000000,53340.367188
1.810000E+01,-187.626444,-249117.890625,53361.675781
1.811000E+01,-187.624067,-249276.828125,53382.992188
1.812000E+01,-187.621485,-249435.781250,53404.316406
1.813000E+01,-187.618876,-249594.734375,53425.644531
1.814000E+01,-187.616472,-249753.687500,53446.972656
1.815000E+01,-187.614437,-249912.625000,53468.292969
1.816000E+01,-187.612825,-250071.562500,53489.609375
1.817000E+01,-187.611568,-250230.500000,53510.910156
1.818000E+01,-187.610516,-250389.484375,53532.199219
1.819000E+01,-187.609464,-250548.515625,53553.480469
1.820000E+01,-187.608207,-250707.609375,53574.761719
1.821000E+01,-187.606568,-250866.765625,53596.042969
1.822000E+01,-187.604533,-251025.968750,53617.332031
1.823000E+01,-187.602115,-251185.218750,53638.628906
1.824000E+01,-187.599506,-251344.484375,53659.933594
1.825000E+01,-187.596897,-251503.750000,53681.242188
1.826000E+01,-187.594492,-251663.000000,53702.550781
1.827000E+01,-187.592484,-251822.250000,53723.851563
1.828000E+01,-187.590900,-251981.500000,53745.144531
1.829000E+01,-187.589670,-252140.750000,53766.425781
1.830000E+01,-187.588632,-252300.046875,53787.695313
1.831000E+01,-187.587580,-252459.390625,53808.957031
1.832000E+01,-187.586282,-252618.796875,53830.214844
1.833000E+01,-187.584616,-252778.281250,53851.476563
1.834000E+01,-187.582526,-252937.796875,53872.746094
1.835000E+01,-187.580067,-253097.359375,53894.023438
1.836000E+01,-187.577431,-253256.921875,53915.312500
1.837000E+01,-187.574808,-253416.500000,53936.601563
1.838000E+01,-187.572431,-253576.062500,53957.886719
1.839000E+01,-187.570450,-253735.625000,53979.167969
1.840000E+01,-187.568893,-253895.171875,54000.437500
1.841000E+01,-187.567691,-254054.750000,54021.699219
1.842000E+01,-187.566680,-254214.359375,54042.945313
1.843000E+01,-187.565601,-254374.015625,54064.187500
1.844000E+01,-187.564289,-254533.750000,54085.425781
1.845000E+01,-187.562568,-254693.531250,54106.667969
1.846000E+01,-187.560423,-254853.375000,54127.917969
1.847000E+01,-187.557924,-255013.250000,54149.175781
1.848000E+01,-187.555260,-255173.125000,54170.441406
1.849000E+01,-187.552637,-255333.015625,54191.710938
1.850000E+01,-187.550287,-255492.890625,54212.976563
1.851000E+01,-187.548348,-255652.750000,54234.238281
1.852000E+01,-187.546845,-255812.609375,54255.484375
1.853000E+01,-187.545684,-255972.484375,54276.722656
1.854000E+01,-187.544673,-256132.421875,54297.949219
1.855000E+01,-187.543594,-256292.390625,54319.167969
1.856000E+01,-187.542228,-256452.437500,54340.386719
1.857000E+01,-187.540452,-256612.546875,54361.609375
1.858000E+01,-187.538253,-256772.703125,54382.839844
1.859000E+01,-187.535698,-256932.890625,54404.078125
1.860000E+01,-187.533007,-257093.078125,54425.324219
1.861000E+01,-187.530384,-257253.265625,54446.570313
1.862000E+01,-187.528076,-257413.437500,54467.816406
1.863000E+01,-187.526204,-257573.609375,54489.050781
1.864000E+01,-187.524770,-257733.781250,54510.277344
1.865000E+01,-187.523650,-257893.968750,54531.492188
1.866000E+01,-187.522652,-258054.218750,54552.695313
1.867000E+01,-187.521546,-258214.515625,54573.894531
1.868000E+01,-187.520125,-258374.890625,54595.093750
1.869000E+01,-187.518281,-258535.312500,54616.296875
1.870000E+01,-187.515986,-258695.796875,54637.507813
1.871000E+01,-187.513391,-258856.281250,54658.726563
1.872000E+01,-187.510659,-259016.796875,54679.953125
1.873000E+01,-187.508077,-259177.281250,54701.175781
1.874000E+01,-187.505823,-259337.765625,54722.398438
1.875000E+01,-187.504006,-259498.250000,54743.613281
1.876000E+01,-187.502626,-259658.734375,54764.816406
1.877000E+01,-187.501533,-259819.250000,54786.007813
1.878000E+01,-187.500536,-259979.812500,54807.191406
1.879000E+01,-187.499389,-260140.437500,54828.367188
1.880000E+01,-187.497900,-260301.140625,54849.546875
1.881000E+01,-187.495960,-260461.890625,54870.730469
1.882000E+01,-187.493583,-260622.671875,54891.921875
1.883000E+01,-187.490919,-260783.484375,54913.121094
1.884000E+01,-187.488187,-260944.296875,54934.324219
1.885000E+01,-187.485619,-261105.109375,54955.527344
1.886000E+01,-187.483433,-261265.890625,54976.726563
1.887000E+01,-187.481699,-261426.687500,54997.917969
1.888000E+01,-187.480387,-261587.484375,55019.097656
1.889000E+01,-187.479349,-261748.312500,55040.265625
1.890000E+01,-187.478338,-261909.203125,55061.421875
1.891000E+01,-187.477150,-262070.156250,55082.578125
1.892000E+01,-187.475565,-262231.156250,55103.734375
1.893000E+01,-187.473530,-262392.250000,55124.898438
1.894000E+01,-187.471071,-262553.343750,55146.070313
1.895000E+01,-187.468366,-262714.468750,55167.250000
1.896000E+01,-187.465620,-262875.593750,55188.433594
1.897000E+01,-187.463107,-263036.687500,55209.613281
1.898000E+01,-187.460989,-263197.781250,55230.789063
1.899000E+01,-187.459364,-263358.875000,55251.957031
1.900000E+01,-187.458121,-263520.000000,55273.109375
1.901000E+01,-187.457110,-263681.156250,55294.253906
1.902000E+01,-187.456099,-263842.343750,55315.386719
1.903000E+01,-187.454829,-264003.625000,55336.519531
1.904000E+01,-187.453162,-264164.968750,55357.656250
1.905000E+01,-187.451017,-264326.343750,55378.800781
1.906000E+01,-187.448477,-264487.781250,55399.949219
1.907000E+01,-187.445704,-264649.187500,55421.105469
1.908000E+01,-187.442985,-264810.625000,55442.265625
1.909000E+01,-187.440540,-264972.031250,55463.425781
1.910000E+01,-187.438532,-265133.406250,55484.574219
1.911000E+01,-187.437002,-265294.812500,55505.714844
1.912000E+01,-187.435841,-265456.250000,55526.843750
1.913000E+01,-187.434871,-265617.718750,55547.960938
1.914000E+01,-187.433819,-265779.250000,55569.074219
1.915000E+01,-187.432467,-265940.843750,55590.183594
1.916000E+01,-187.430677,-266102.500000,55611.296875
1.917000E+01,-187.428409,-266264.187500,55632.417969
1.918000E+01,-187.425773,-266425.906250,55653.550781
1.919000E+01,-187.422986,-266587.656250,55674.683594
1.920000E+01,-187.420309,-266749.375000,55695.820313
1.921000E+01,-187.417959,-266911.093750,55716.953125
1.922000E+01,-187.416074,-267072.781250,55738.078125
1.923000E+01,-187.414653,-267234.500000,55759.195313
1.924000E+01,-187.413574,-267396.218750,55780.296875
1.925000E+01,-187.412604,-267558.000000,55801.390625
1.926000E+01,-187.411498,-267719.875000,55822.476563
1.927000E+01,-187.410050,-267881.781250,55843.566406
1.928000E+01,-187.408110,-268043.781250,55864.660156
1.929000E+01,-187.405720,-268205.781250,55885.757813
1.930000E+01,-187.403001,-268367.843750,55906.867188
1.931000E+01,-187.400187,-268529.875000,55927.980469
1.932000E+01,-187.397551,-268691.906250,55949.093750
1.933000E+01,-187.395310,-268853.906250,55970.203125
1.934000E+01,-187.393548,-269015.906250,55991.300781
1.935000E+01,-187.392237,-269177.937500,56012.390625
1.936000E+01,-187.391212,-269340.000000,56033.464844
1.937000E+01,-187.390229,-269502.093750,56054.535156
1.938000E+01,-187.389054,-269664.281250,56075.601563
1.939000E+01,-187.387469,-269826.531250,56096.667969
1.940000E+01,-187.385379,-269988.843750,56117.738281
1.941000E+01,-187.382866,-270151.187500,56138.820313
1.942000E+01,-187.380079,-270313.531250,56159.906250
1.943000E+01,-187.377279,-270475.875000,56180.996094
1.944000E+01,-187.374711,-270638.187500,56202.085938
1.945000E+01,-187.372593,-270800.500000,56223.167969
1.946000E+01,-187.370968,-270962.812500,56244.242188
1.947000E+01,-187.369779,-271125.156250,56265.300781
1.948000E+01,-187.368796,-271287.531250,56286.351563
1.949000E+01,-187.367798,-271449.968750,56307.394531
1.950000E+01,-187.366514,-271612.500000,56328.437500
1.951000E+01,-187.364779,-271775.062500,56349.480469
1.952000E+01,-187.362539,-271937.687500,56370.531250
1.953000E+01,-187.359889,-272100.343750,56391.589844
1.954000E+01,-187.357048,-272263.000000,56412.652344
1.955000E+01,-187.354275,-272425.625000,56433.722656
1.956000E+01,-187.351829,-272588.250000,56454.785156
1.957000E+01,-187.349849,-272750.875000,56475.839844
1.958000E+01,-187.348373,-272913.500000,56496.882813
1.959000E+01,-187.347280,-273076.125000,56517.917969
1.960000E+01,-187.346324,-273238.843750,56538.941406
1.961000E+01,-187.345245,-273401.625000,56559.957031
1.962000E+01,-187.343824,-273564.468750,56580.976563
1.963000E+01,-187.341898,-273727.343750,56601.996094
1.964000E+01,-187.339494,-273890.281250,56623.027344
1.965000E+01,-187.336735,-274053.250000,56644.062500
1.966000E+01,-187.333880,-274216.187500,56665.105469
1.967000E+01,-187.331175,-274379.125000,56686.144531
1.968000E+01,-187.328866,-274542.062500,56707.183594
1.969000E+01,-187.327077,-274704.968750,56728.210938
1.970000E+01,-187.325752,-274867.906250,56749.226563
1.971000E+01,-187.324727,-275030.875000,56770.230469
1.972000E+01,-187.323771,-275193.906250,56791.226563
1.973000E+01,-187.322596,-275357.031250,56812.218750
1.974000E+01,-187.321012,-275520.187500,56833.214844
1.975000E+01,-187.318908,-275683.406250,56854.214844
1.976000E+01,-187.316353,-275846.687500,56875.222656
1.977000E+01,-187.313498,-276009.937500,56896.234375
1.978000E+01,-187.310643,-276173.187500,56917.253906
1.979000E+01,-187.308034,-276336.437500,56938.269531
1.980000E+01,-187.305890,-276499.656250,56959.277344
1.981000E+01,-187.304264,-276662.875000,56980.273438
1.982000E+01,-187.303076,-276826.125000,57001.261719
1.983000E+01,-187.302106,-276989.406250,57022.238281
1.984000E+01,-187.301108,-277152.781250,57043.207031
1.985000E+01,-187.299797,-277316.218750,57064.175781
1.986000E+01,-187.298035,-277479.687500,57085.144531
1.987000E+01,-187.295726,-277643.250000,57106.121094
1.988000E+01,-187.293021,-277806.812500,57127.105469
1.989000E+01,-187.290112,-277970.343750,57148.097656
1.990000E+01,-187.287311,-278133.906250,57169.085938
1.991000E+01,-187.284866,-278297.437500,57190.074219
1.992000E+01,-187.282913,-278460.937500,57211.054688
1.993000E+01,-187.281478,-278624.468750,57232.019531
1.994000E+01,-187.280399,-278788.031250,57252.976563
1.995000E+01,-187.279457,-278951.656250,57273.925781
1.996000E+01,-187.278378,-279115.343750,57294.867188
1.997000E+01,-187.276902,-279279.125000,57315.808594
1.998000E+01,-187.274908,-279442.937500,57336.757813
1.999000E+01,-187.272408,-279606.781250,57357.710938
2.000000E+01,-187.269567,-279770.656250,57378.671875


